elapsed_ms,label,is_transition,activity_class,bpm,mean_mag,std_mag,peak_rel,peak_max,ppg_contact,bpm_fresh
90281,lying,0,3,91.97,1873.7,102.3,1.11,2074.5,1,1
90652,lying,0,0,91.97,1867.1,105.9,1.11,2074.5,1,1
91064,lying,0,0,91.97,1861.6,114.3,1.11,2074.5,1,1
91452,lying,0,0,91.97,1862.7,151.9,1.24,2308.9,1,1
91853,lying,0,3,85.07,1884.5,186.2,1.42,2667.0,1,1
92254,lying,0,3,85.07,1880.7,181.6,1.42,2667.0,1,1
92653,lying,0,3,85.07,1879.0,183.3,1.42,2667.0,1,1
93070,lying,0,3,85.07,1905.4,185.9,1.40,2667.0,1,1
93453,lying,0,4,93.90,1920.6,189.0,1.39,2667.0,1,1
93956,lying,0,3,93.90,1917.3,184.3,1.39,2667.0,1,1
94262,lying,0,4,100.46,1934.7,203.8,1.37,2656.1,1,1
94655,lying,0,4,100.46,1944.5,224.5,1.37,2656.1,1,1
95055,lying,0,4,100.46,1959.9,221.3,1.36,2656.1,1,1
95493,lying,0,4,100.46,1946.5,227.4,1.36,2656.1,1,1
95856,lying,0,4,100.46,1950.9,240.3,1.36,2656.1,1,1
96255,lying,0,4,100.46,1944.3,240.4,1.37,2656.1,1,1
96671,lying,0,4,100.46,1925.9,230.3,1.35,2607.7,1,1
97056,lying,0,4,100.46,1917.3,225.0,1.36,2607.7,1,1
97459,lying,0,4,100.46,1930.1,243.2,1.38,2662.3,1,1
97857,lying,0,4,104.39,1924.1,258.4,1.38,2662.3,1,1
98368,lying,0,4,104.39,1924.9,279.8,1.51,2912.3,1,1
98690,lying,0,4,104.39,1934.0,265.0,1.51,2912.3,1,1
99076,lying,0,4,104.39,1914.2,239.7,1.52,2912.3,1,1
99457,lying,0,4,104.39,1923.7,230.7,1.51,2912.3,1,1
99882,lying,0,4,104.39,1894.7,206.7,1.54,2912.3,1,1
100257,lying,0,3,99.45,1890.7,187.7,1.54,2912.3,1,1
100657,lying,0,3,99.45,1890.2,157.7,1.31,2470.5,1,1
101063,lying,0,4,99.45,1919.0,207.6,1.37,2638.3,1,1
101457,lying,0,4,102.00,1927.1,235.4,1.37,2638.3,1,1
101894,lying,0,4,102.00,1915.5,229.1,1.38,2638.3,1,1
102259,lying,0,4,89.30,1933.6,242.3,1.36,2638.3,1,1
102792,lying,0,4,89.30,1918.0,248.9,1.38,2638.3,1,1
103061,lying,0,4,89.30,1904.6,228.7,1.39,2638.3,1,1
103459,lying,0,3,89.30,1876.5,180.5,1.33,2504.1,1,1
103871,lying,0,0,101.97,1863.3,145.7,1.34,2504.1,1,1
104258,lying,0,0,101.97,1862.9,143.0,1.34,2504.1,1,1
104662,lying,0,0,101.97,1846.7,102.3,1.15,2126.8,1,1
105059,lying,0,0,101.97,1864.9,74.7,1.14,2126.8,1,1
105502,lying,0,0,101.97,1861.5,58.0,1.07,1995.6,1,1
105859,lying,0,0,101.97,1859.9,56.4,1.07,1995.6,1,1
106277,lying,0,0,101.97,1859.1,37.3,1.03,1913.6,1,1
106660,lying,0,0,101.97,1869.7,112.5,1.32,2464.0,1,1
107163,lying,0,0,101.97,1866.5,130.2,1.32,2464.0,1,1
107451,lying,0,3,109.47,1877.1,141.6,1.31,2464.0,1,1
107893,lying,0,0,109.47,1868.7,173.3,1.32,2464.0,1,1
108261,lying,0,4,109.47,1882.0,226.1,1.43,2696.7,1,1
108651,lying,0,4,109.47,1912.9,256.9,1.41,2696.7,1,1
109060,lying,0,4,109.47,1905.5,238.4,1.42,2696.7,1,1
109451,lying,0,4,109.47,1915.2,237.5,1.41,2696.7,1,1
109860,lying,0,4,109.47,1913.7,250.0,1.41,2696.7,1,1
110251,lying,0,4,109.47,1927.0,229.7,1.40,2696.7,1,1
110661,lying,0,3,109.47,1918.0,182.0,1.30,2485.9,1,1
111052,lying,0,3,109.47,1906.9,188.1,1.34,2549.3,1,1
111555,lying,0,4,109.47,1945.4,230.9,1.38,2680.0,1,0
111852,lying,0,4,104.45,1939.0,248.3,1.38,2680.0,1,1
112276,lying,0,4,104.45,1934.0,240.1,1.39,2680.0,1,1
112653,lying,0,4,95.96,1928.8,251.1,1.39,2680.0,1,1
113054,lying,0,4,95.96,1937.7,261.7,1.38,2680.0,1,1
113454,lying,0,4,95.96,1924.6,241.3,1.39,2680.0,1,1
113854,lying,0,4,104.45,1882.3,203.4,1.38,2602.5,1,1
114255,lying,0,3,104.45,1892.2,182.2,1.31,2473.6,1,1
114654,lying,0,3,104.45,1898.9,175.8,1.30,2473.6,1,1
115085,lying,0,3,103.84,1892.2,168.4,1.31,2473.6,1,1
115455,lying,0,3,103.84,1893.4,160.5,1.27,2407.0,1,1
115985,lying,0,3,103.84,1879.6,150.5,1.26,2368.5,1,1
116255,lying,0,0,103.84,1867.5,174.8,1.27,2368.5,1,1
116655,lying,0,3,103.84,1872.7,166.3,1.20,2253.8,1,1
117079,lying,0,3,103.84,1878.0,168.9,1.20,2253.8,1,1
117455,lying,0,3,103.84,1874.7,171.1,1.20,2253.8,1,1
117875,lying,0,0,103.84,1869.3,162.8,1.18,2206.7,1,1
118256,lying,0,3,103.84,1892.8,157.1,1.17,2206.7,1,1
118682,lying,0,3,103.84,1915.5,113.0,1.15,2206.7,1,1
119057,lying,0,3,103.84,1918.3,109.6,1.15,2206.7,1,0
119457,lying,0,3,103.84,1920.4,103.6,1.13,2171.7,1,0
119859,lying,0,3,103.84,1925.4,81.4,1.12,2165.1,1,0
120390,lying,0,3,103.84,1912.8,129.9,1.15,2207.0,1,0
120658,lying,0,3,103.84,1932.0,159.6,1.20,2310.6,1,0
121080,lying,0,4,103.84,1959.2,268.5,1.53,2994.3,1,0
121456,lying,0,4,103.84,1947.1,270.3,1.54,2994.3,1,0
121858,lying,0,4,91.46,1956.8,271.8,1.53,2994.3,1,1
122259,lying,0,4,91.46,1966.3,269.9,1.52,2994.3,1,1
122658,lying,0,4,91.46,1971.1,250.2,1.52,2994.3,1,1
123065,lying,0,4,93.53,1935.8,252.6,1.55,2994.3,1,1
123459,lying,0,3,93.53,1952.5,164.8,1.20,2346.3,1,1
123888,lying,0,3,93.53,1972.0,170.1,1.19,2346.3,1,1
124259,lying,0,3,93.53,1963.1,170.0,1.20,2346.3,1,1
124779,lying,0,4,80.78,1971.4,192.6,1.19,2346.3,1,1
125060,lying,0,3,80.78,1978.9,186.3,1.19,2346.3,1,1
125494,lying,0,3,78.10,1963.8,180.2,1.19,2346.3,1,1
125861,lying,0,3,78.10,1919.3,152.1,1.22,2344.7,1,1
126251,lying,0,3,78.10,1906.3,155.3,1.25,2376.9,1,1
126676,lying,0,3,78.10,1878.3,151.7,1.27,2376.9,1,1
127062,lying,0,0,78.10,1854.3,113.1,1.28,2376.9,1,1
127454,lying,0,2,78.10,1835.1,109.1,1.30,2376.9,1,1
127851,lying,0,2,78.10,1839.7,104.1,1.29,2376.9,1,1
128252,lying,0,2,78.10,1818.1,87.7,1.31,2376.9,1,1
128666,lying,0,3,78.10,1797.9,18.0,1.03,1847.1,1,1
129166,lying,0,3,78.10,1795.8,14.4,1.03,1847.1,1,1
129453,lying,0,3,78.10,1796.6,10.6,1.01,1823.1,1,0
129882,lying,0,3,78.10,1798.2,10.6,1.01,1823.1,1,0
130252,lying,0,3,78.10,1799.0,12.2,1.01,1823.1,1,0
130653,lying,0,3,78.10,1801.0,12.0,1.01,1823.1,1,0
131077,lying,0,3,78.10,1801.6,13.3,1.02,1829.5,1,0
131453,lying,0,3,78.10,1801.8,16.8,1.03,1862.9,1,0
131978,lying,0,3,78.10,1801.6,17.3,1.03,1862.9,1,0
132253,lying,0,3,78.10,1801.0,17.9,1.03,1862.9,1,0
132656,lying,0,3,78.10,1803.0,17.9,1.03,1862.9,1,0
133053,lying,0,3,78.10,1802.8,19.6,1.03,1862.9,1,0
133557,lying,0,3,78.10,1805.3,21.2,1.04,1870.6,1,0
133855,lying,0,3,78.10,1806.9,19.0,1.04,1870.6,1,0
134297,lying,0,3,78.10,1808.9,18.7,1.03,1870.6,1,0
134654,lying,0,3,78.10,1809.1,18.3,1.03,1870.6,1,0
135056,lying,0,3,78.10,1808.3,18.0,1.03,1870.6,1,0
135467,lying,0,3,78.10,1808.6,16.1,1.03,1870.6,1,0
135855,lying,0,3,78.10,1806.4,12.9,1.02,1837.1,1,0
136264,lying,0,3,78.10,1804.9,12.4,1.02,1837.1,1,0
136655,lying,0,3,78.10,1804.9,11.9,1.01,1824.8,1,0
137093,lying,0,3,78.10,1804.6,13.0,1.01,1824.8,1,0
137456,lying,0,3,78.10,1804.8,12.7,1.01,1824.8,1,0
137993,sitting,1,3,78.10,1806.3,13.8,1.02,1833.7,1,0
138265,sitting,1,2,78.10,1809.9,21.5,1.06,1919.8,1,0
138709,sitting,1,2,78.10,1809.9,21.6,1.06,1919.8,1,0
139057,sitting,1,3,78.10,1809.3,21.3,1.06,1919.8,1,0
139457,sitting,1,2,78.10,1810.2,20.5,1.06,1919.8,1,0
139861,sitting,1,2,78.10,1810.5,20.5,1.06,1919.8,1,0
140257,sitting,1,3,89.95,1807.8,20.6,1.06,1919.8,1,1
140703,sitting,1,3,89.95,1803.8,13.5,1.01,1829.4,1,1
141058,sitting,1,3,89.95,1804.7,15.1,1.02,1843.5,1,1
141451,sitting,1,3,89.95,1805.1,27.1,1.07,1932.8,1,1
141858,sitting,1,3,89.95,1803.7,31.7,1.07,1932.8,1,1
142361,sitting,1,3,89.95,1806.2,35.8,1.07,1932.8,1,1
142662,sitting,1,2,89.95,1810.5,38.7,1.07,1932.8,1,1
143090,sitting,1,2,89.95,1813.4,38.3,1.07,1932.8,1,1
143458,sitting,1,2,89.95,1815.6,37.5,1.06,1932.8,1,1
143859,sitting,1,2,89.95,1816.8,30.1,1.04,1888.0,1,1
144264,sitting,1,2,89.95,1820.4,23.8,1.04,1888.0,1,0
144651,sitting,1,2,89.95,1820.0,19.6,1.03,1879.0,1,0
145091,sitting,1,2,89.95,1819.1,12.9,1.02,1855.1,1,0
145451,sitting,1,2,89.95,1818.3,11.8,1.02,1855.1,1,0
145885,sitting,1,2,89.95,1818.1,11.1,1.02,1855.1,1,0
146251,sitting,1,2,89.95,1817.8,10.8,1.02,1855.1,1,0
146756,sitting,1,2,89.95,1817.0,11.3,1.02,1855.1,1,0
147051,sitting,1,2,89.95,1816.9,9.0,1.01,1841.0,1,0
147463,sitting,1,2,89.95,1816.3,9.3,1.01,1841.0,1,0
147851,sitting,1,2,89.95,1816.4,8.7,1.01,1841.0,1,0
148252,sitting,1,2,89.95,1816.3,9.0,1.01,1841.0,1,0
148676,sitting,1,2,89.95,1817.2,9.2,1.01,1841.0,1,0
149053,sitting,1,2,89.95,1818.0,8.4,1.01,1841.0,1,0
149464,sitting,1,2,89.95,1818.1,8.5,1.01,1837.0,1,0
149852,sitting,1,2,89.95,1818.0,8.6,1.01,1837.0,1,0
150253,sitting,1,2,89.95,1818.8,9.3,1.01,1838.5,1,0
150652,sitting,1,2,89.95,1818.3,9.2,1.01,1838.5,1,0
151164,sitting,1,2,89.95,1818.4,9.3,1.01,1839.1,1,0
151454,sitting,1,2,89.95,1817.1,9.1,1.01,1839.1,1,0
151861,sitting,1,2,89.95,1816.4,9.2,1.01,1839.1,1,0
152253,sitting,1,2,89.95,1816.9,9.8,1.01,1839.1,1,0
152654,sitting,1,2,89.95,1816.8,10.0,1.02,1847.1,1,0
153054,sitting,0,2,89.95,1816.6,12.2,1.02,1847.1,1,0
153455,sitting,0,2,89.95,1814.4,12.3,1.02,1847.1,1,0
153883,sitting,0,2,89.95,1814.6,12.6,1.02,1847.1,1,0
154255,sitting,0,2,89.95,1813.6,13.4,1.02,1847.1,1,0
154689,sitting,0,2,89.95,1813.9,13.1,1.02,1847.1,1,0
155055,sitting,0,2,89.95,1813.7,13.3,1.02,1847.1,1,0
155559,sitting,0,2,89.95,1813.8,12.0,1.01,1840.6,1,0
155856,sitting,0,2,89.95,1815.3,11.6,1.01,1840.6,1,0
156290,sitting,0,2,89.95,1815.9,12.8,1.01,1840.6,1,0
156656,sitting,0,2,90.39,1817.1,12.3,1.01,1840.6,1,1
157057,sitting,0,2,90.39,1816.0,12.2,1.01,1840.6,1,1
157457,sitting,0,2,100.39,1815.4,11.8,1.01,1837.4,1,1
157857,sitting,0,2,100.39,1817.1,13.4,1.02,1850.3,1,1
158274,sitting,0,2,95.95,1817.3,14.1,1.02,1850.3,1,1
158657,sitting,0,2,95.95,1816.1,14.2,1.02,1850.3,1,1
159053,sitting,0,2,89.61,1816.7,15.6,1.02,1850.3,1,1
159484,sitting,0,2,90.13,1817.0,16.2,1.02,1850.3,1,1
159987,sitting,0,2,90.13,1817.6,16.1,1.02,1850.3,1,1
160259,sitting,0,2,90.13,1824.9,35.2,1.09,1990.7,1,1
160687,sitting,0,2,90.13,1833.3,88.7,1.23,2260.6,1,1
161060,sitting,0,2,90.13,1842.1,89.7,1.23,2260.6,1,1
161461,sitting,0,0,90.13,1855.2,125.0,1.36,2519.1,1,1
161860,sitting,0,0,90.13,1865.0,124.1,1.35,2519.1,1,1
162261,sitting,0,3,80.14,1871.9,166.9,1.35,2519.1,1,1
162673,sitting,0,4,80.14,1880.0,200.6,1.37,2572.4,1,1
163061,sitting,0,3,80.14,1881.5,188.7,1.37,2572.4,1,1
163451,sitting,0,4,80.14,1899.1,258.8,1.41,2673.3,1,1
163868,sitting,0,4,80.14,1899.7,268.3,1.41,2673.3,1,1
164389,sitting,0,4,80.14,1913.6,284.8,1.40,2673.3,1,1
164657,sitting,0,4,80.14,1904.9,281.8,1.40,2673.3,1,1
165054,sitting,0,4,84.50,1905.3,263.5,1.40,2673.3,1,1
165451,sitting,0,4,84.50,1906.7,283.3,1.40,2673.3,1,1
165852,sitting,0,4,84.50,1900.4,259.9,1.39,2645.2,1,1
166253,sitting,0,4,84.50,1899.2,263.1,1.39,2645.2,1,1
166652,sitting,0,4,84.50,1903.7,307.2,1.50,2851.4,1,1
167065,sitting,0,4,92.01,1930.1,322.5,1.48,2851.4,1,1
167452,sitting,0,4,92.01,1933.4,326.3,1.47,2851.4,1,1
167854,sitting,0,4,92.01,1937.3,314.0,1.47,2851.4,1,1
168253,sitting,0,4,92.01,1926.3,296.2,1.48,2851.4,1,1
168802,sitting,0,4,92.01,1921.2,272.5,1.48,2851.4,1,1
169071,sitting,0,4,83.51,1904.8,203.9,1.35,2576.0,1,1
169457,sitting,0,3,83.51,1878.4,166.2,1.24,2327.0,1,1
169853,sitting,0,3,83.51,1879.9,163.9,1.21,2283.8,1,1
170254,sitting,0,3,83.51,1875.7,149.8,1.22,2283.8,1,1
170677,sitting,0,3,83.51,1876.5,124.7,1.22,2283.8,1,1
171055,sitting,0,3,83.51,1873.8,124.7,1.22,2283.8,1,1
171517,sitting,0,0,83.51,1868.4,118.9,1.22,2283.8,1,1
171855,sitting,0,3,83.51,1877.9,81.2,1.22,2283.8,1,1
172316,sitting,0,0,83.51,1864.1,40.9,1.11,2061.7,1,1
172655,sitting,0,0,83.51,1861.4,27.2,1.05,1958.6,1,1
173157,sitting,0,0,78.44,1858.2,46.0,1.09,2025.5,1,1
173460,sitting,0,0,78.44,1864.1,54.6,1.09,2025.5,1,1
173886,sitting,0,0,85.90,1870.7,61.4,1.08,2025.5,1,1
174256,sitting,0,3,85.90,1874.8,74.7,1.09,2052.3,1,1
174657,sitting,0,3,87.96,1880.6,137.0,1.42,2670.3,1,1
175059,sitting,0,3,87.96,1885.8,140.6,1.42,2670.3,1,1
175458,sitting,0,3,87.96,1883.1,142.0,1.42,2670.3,1,1
175896,sitting,0,3,89.03,1883.9,141.3,1.42,2670.3,1,1
176258,sitting,0,3,89.03,1891.2,160.9,1.41,2670.3,1,1
176698,sitting,0,4,89.03,1882.9,190.4,1.42,2670.3,1,1
177057,sitting,0,3,78.95,1881.7,167.5,1.37,2575.4,1,1
177493,sitting,0,3,78.95,1885.3,182.1,1.37,2575.4,1,1
177858,sitting,0,4,78.95,1900.4,192.2,1.36,2575.4,1,1
178294,sitting,0,4,78.95,1925.7,207.8,1.34,2575.4,1,1
178658,sitting,0,4,78.95,1920.1,228.5,1.34,2578.6,1,1
179059,sitting,0,4,78.95,1923.9,210.0,1.34,2578.6,1,1
179460,sitting,0,4,78.95,1917.3,215.1,1.34,2578.6,1,1
179859,sitting,0,4,78.95,1910.5,203.1,1.35,2578.6,1,1
180260,sitting,0,4,78.95,1888.2,219.2,1.37,2578.6,1,1
180660,sitting,0,2,74.67,1861.1,202.9,1.39,2578.6,1,1
181055,sitting,0,4,74.67,1948.0,408.2,1.88,3668.2,1,1
181451,sitting,0,4,74.67,1942.8,406.6,1.89,3668.2,1,1
181955,sitting,0,4,74.67,1949.5,401.9,1.88,3668.2,1,1
182261,sitting,0,4,74.67,1939.5,505.8,1.93,3734.9,1,1
182673,sitting,0,4,74.67,1941.7,496.5,1.92,3734.9,1,1
183052,sitting,0,4,74.67,1924.9,501.9,1.94,3734.9,1,1
183452,sitting,0,1,74.67,1848.0,334.4,2.02,3734.9,1,1
183865,sitting,0,1,74.67,1861.9,336.5,2.01,3734.9,1,1
184252,sitting,0,1,74.67,1856.7,351.3,2.01,3734.9,1,1
184679,sitting,0,4,74.67,1889.4,189.7,1.41,2667.7,1,0
185053,sitting,0,3,74.67,1913.4,181.0,1.39,2667.7,1,0
185546,sitting,0,3,74.67,1942.1,159.1,1.37,2667.7,1,0
185852,sitting,0,3,74.67,1939.4,149.5,1.38,2667.7,0,0
186359,sitting,0,3,74.67,1944.3,139.2,1.37,2667.7,1,0
186692,sitting,0,3,74.67,1958.3,59.0,1.22,2381.3,1,0
187094,sitting,0,3,74.67,1946.9,8.9,1.01,1965.8,1,0
187527,sitting,0,3,74.67,1944.8,9.5,1.01,1965.8,1,0
187892,sitting,0,3,74.67,1942.5,9.5,1.01,1965.1,1,0
188302,sitting,0,3,74.67,1941.4,9.1,1.01,1959.5,1,0
188693,sitting,0,3,74.67,1941.7,9.8,1.01,1967.6,1,0
189136,sitting,0,3,74.67,1940.8,10.5,1.01,1967.6,0,0
189493,sitting,0,3,74.67,1940.0,10.0,1.01,1967.6,1,0
189999,sitting,0,3,74.67,1940.2,9.4,1.01,1967.6,1,0
190294,sitting,0,3,74.67,1940.5,8.8,1.01,1967.6,1,0
190695,sitting,0,3,74.67,1940.4,9.3,1.01,1967.6,1,0
191117,sitting,0,3,74.67,1940.2,9.1,1.01,1966.5,1,0
191495,sitting,0,3,74.67,1940.2,7.8,1.01,1966.5,1,0
191896,sitting,0,3,74.67,1939.6,8.2,1.01,1966.5,1,0
192296,sitting,0,3,74.67,1939.6,9.3,1.01,1966.5,1,0
192766,sitting,0,3,74.67,1935.9,70.8,1.13,2191.3,1,0
193096,sitting,0,3,74.67,1985.1,150.1,1.25,2489.5,1,0
193623,sitting,0,4,74.67,2003.6,198.5,1.24,2489.5,1,0
193897,sitting,0,4,74.67,1997.6,213.8,1.25,2489.5,1,0
194303,sitting,0,4,74.67,2007.9,235.5,1.24,2489.5,1,0
194698,sitting,0,4,74.67,2048.7,252.9,1.23,2525.5,1,0
195097,sitting,0,4,74.67,2047.7,278.0,1.34,2752.9,1,0
